Id,nb_changes,nb_matches,nb_node_types_A,nb_node_types_B,nb_nodes_A,nb_nodes_B,time
diff_0,34,650,12,12,1108,1110,0
diff_1,1,656,12,12,1110,1110,0
diff_2,1,656,12,12,1110,1110,0
diff_3,32,655,12,12,1110,1118,0
diff_4,0,662,12,12,1118,1118,0
diff_5,363,631,12,12,1118,1216,0
diff_6,9,762,12,12,1216,1216,0
diff_7,9,762,12,12,1216,1216,0
diff_8,29,759,12,12,1216,1218,0
