Id,nb_changes,nb_matches,nb_node_types_A,nb_node_types_B,nb_nodes_A,nb_nodes_B,time
diff_0,164,189,7,12,239,340,0
diff_1,66,248,12,12,340,340,0
diff_2,452,164,12,12,340,367,0
diff_3,48,256,12,12,367,367,0
diff_4,48,256,12,12,367,367,0
diff_5,48,256,12,12,367,367,0
diff_6,48,256,12,12,367,367,0
diff_7,48,256,12,12,367,367,0
diff_8,48,256,12,12,367,367,0
